611
id mass x y z v_x v_y v_z
236 0.2 32727.270409965447 55173.402635676684 64149.657730072846 0.02750878343472321 -0.19303321559871786 0.19498347491631077
237 0.72 1722.3084742859703 42442.08177034999 42477.013212815145 -0.03799841489732332 0.1393583248361815 0.14444591456962635
238 0.13 28857.166541428003 72712.70320322382 78229.6188660013 -0.11222362623604157 0.15935719715033123 0.19490730763410666
239 0.09 -13963.710412545297 39709.41735210451 42093.028341152225 0.07811955079357755 -0.14367933164197275 0.16354331095240285
240 0.2 49499.17534515949 55791.41060626469 74584.51486258839 0.08406927318900004 0.10629762832645545 0.13552427266861086
241 0.71 -36008.89392606646 -16469.701866991625 39596.60997315671 -0.0317583943019219 -0.19202318939184546 0.19463170572353544
242 0.27 -23780.9923733181 -43143.96275899132 49263.95356453889 -0.1781660960744728 -0.026301015529905134 0.18009692170695918
243 0.16 22567.21356082574 -47415.6632537747 52512.13430908401 -0.0029088072099108368 -0.1289689716804853 0.12900177059136145
244 0.08 -48603.00618512732 58538.766566728 76085.73717448887 -0.02437432775587065 -0.19284409657435556 0.19437837697935945
245 0.14 -38502.980745014145 -53041.40708764569 65542.88971420379 -0.05407025305206052 0.1170150128360938 0.1289034735534503
246 0.14 33392.819250608554 70465.2207909308 77977.09739800809 0.02872181203761067 0.15178824387035328 0.15448175770611128
247 0.16 69396.77059185175 -4141.837354317088 69520.26025014374 0.09706712435208409 -0.16182525321036706 0.18870463483068553
248 1.86 58331.2905706062 -52344.248780770424 78373.84665853577 0.14742728068667738 0.03784895520773994 0.15220823401178354
249 0.11 67589.81803172655 -21190.948365095086 70833.88874101177 0.04905962070247507 -0.14521725294497273 0.15328045190550202
250 0.31 -25558.512818603765 62900.58978506551 67894.93186393089 0.14180321103190965 0.1054354102118542 0.17670533773913644
251 0.26 12879.18306168431 -75874.97052475846 76960.27877073563 0.1383871721015165 -0.05245580414939618 0.14799534043751023
252 0.14 -57364.5185387517 -29137.446552592963 64340.33555078804 0.019938739484469725 0.00023536340501139854 0.019940128589404096
253 1.09 -27869.33955162576 -37232.92425112237 46507.964214031424 -0.10321353421893052 0.12343778369284068 0.16090344958689626
254 0.48 12020.818118909932 59724.730305089324 60922.43821666668 0.05162627199448567 0.1435650844143324 0.1525654135869038
255 3.41 75971.9802293566 13675.410891132397 77192.99607484511 -0.036365126093153344 -0.1859393615063028 0.18946205043000697
256 0.38 75689.25305933425 19655.990947969665 78199.87857296587 0.13961423642464188 -0.0730574125338691 0.15757385740845384
257 0.08 -20992.42743924558 73152.49922817228 76104.99427185931 -0.0440224428727295 -0.18015291566645297 0.18545362897394824
258 0.64 -67128.57499561326 -32195.022016664203 74449.74831116064 0.12226939542024626 0.1420242376255932 0.18740514701993513
259 0.08 16587.555191567717 -50280.72365143856 52946.181714507395 0.03435254377342291 0.17999131103488422 0.18324019567704397
260 0.09 -5663.500954273567 -71505.48689878706 71729.42143703424 -0.11696663429990568 0.025359526324879995 0.11968416401040764
261 0.01 59434.47180738876 50786.25711058122 78177.36469289145 -0.01219950213659214 -0.02067012329843508 0.02400170513845266
262 1.11 -56539.57785107208 54312.14852405651 78399.8299798961 0.010379828978624292 -0.032922525796827064 0.03452004569041344
263 0.25 -41032.17793371516 34269.238476873 53460.45577591772 0.17375484228120208 -0.07335674760468541 0.18860529588350095
264 0.53 -53418.708465893025 -38995.87397071086 66138.01177011323 0.19287848588594594 -0.028345637802184083 0.1949502128751535
265 0.14 -29500.591147249103 68653.39034206174 74723.30883664513 0.07329174503546244 -0.18060670761368167 0.19491142276787457
266 0.57 -1673.9525376943568 46787.590115029074 46817.52562738039 -0.049498326250147794 0.09320516970728542 0.10553334999766635
267 0.99 -54381.44351950867 -9835.68491310894 55263.750297780825 -0.0012237801625424065 0.07325378099993553 0.07326400254335513
268 0.19 -60045.96657025117 -35971.90538625162 69996.40046797521 -0.17483017497284367 -0.026124664570319995 0.17677128777023393
269 0.17 -73715.22950427793 11945.586142918926 74676.85109300114 -0.03234175752824984 0.11634578830650853 0.12075732580957149
270 0.11 -26648.722891860478 -69367.56743912165 74310.25396396017 -0.07871442347292408 0.16096261058463587 0.1791784654161765
271 0.55 -14779.293100681341 70693.16122665277 72221.53798399317 0.09452671506726149 -0.028205585135214623 0.0986450956420393
272 0.12 43985.41772363936 36679.794925579656 57272.36967426463 -0.18711727191228164 0.036894069635284736 0.1907198097265934
273 0.83 -68288.75492436271 31903.509946860566 75373.65584903723 -0.16184313412253587 0.021356712764374803 0.16324616149455137
274 0.78 -70161.36792645877 -20613.994470016325 73126.9739379511 -0.007067953893696284 0.005967031488092951 0.009249942541622041
275 0.12 68439.65328660143 30568.67433267322 74956.18715254431 0.029419388150047302 -0.14555168303640764 0.1484950936356283
276 1.13 56229.96824497037 -17896.2548185363 59009.19644733657 -0.046956835099297475 0.17196068902041634 0.17825662100163056
277 0.53 -70461.81186482596 31037.976024808253 76994.95364626632 -0.11912152381931304 -0.04355239706029112 0.12683354732377558
278 0.15 56961.86663397949 29841.06503764651 64305.08077133808 0.020834627081853765 -0.17888230199938246 0.18009153132293085
279 0.04 46291.73817159292 -60281.9484632712 76005.51515170328 -0.11878368320605263 0.06711861966245307 0.1364348654171246
280 0.11 -19914.08217334257 35990.870327034616 41132.875120808916 -0.16737644024920784 -0.08237917517514627 0.18655080073008018
281 0.2 43911.35399054333 64044.04985097196 77652.09160477642 0.13704391394634144 0.11768277141113555 0.18063850374916698
282 9.32 36102.476706145244 68961.56527351531 77840.13302462343 0.05535754920252386 -0.008012308297755559 0.05593438421908417
283 0.36 -65043.78585550994 29084.548255350197 71250.29842488542 -0.027352339922788987 0.1903689826713384 0.19232394562969046
284 0.17 30719.503922663058 -27989.24491202078 41558.22123238183 0.010954571050005548 0.08338137680938773 0.08409789905531959
285 2.23 77772.05420143918 -3941.0040711231118 77871.84297164287 -0.029126887597120125 -0.03258460372132038 0.04370505669565887
286 0.33 -48358.61723720862 60562.38258260426 77500.69706252053 0.0018975297050244319 -0.14148739685901165 0.14150012045549965
287 0.55 -20089.733407021897 65796.28152514306 68794.97111636208 -0.10325829538539238 -0.16384427217915196 0.1936678111917749
288 0.53 -2377.4737003101313 78578.51679386618 78614.47502031401 -0.10156290007635838 0.1245534065279221 0.16071270562600265
289 0.12 56462.56147157678 18725.52157645201 59486.687638847034 0.027465231287033195 -0.11926747138909459 0.1223890054751599
290 0.72 70214.27112519467 39076.26756789098 80355.45131899737 -0.16417243306792206 0.09535237800698965 0.18985432249761708
291 0.19 -79013.46874751992 -10793.286612370739 79747.24621836224 0.1090008810820238 0.056241942509360085 0.12265540417724632
292 0.32 55631.18819274975 -46630.2217595784 72589.30142303753 -0.08621964967508496 -0.10103568305222584 0.13282333093219809
293 0.18 64890.62914424131 -33924.970460364035 73223.61211707623 0.16626966955873773 -0.06934577935013286 0.18015115911047908
294 0.11 65768.29393638925 -12964.661469527193 67033.95359310636 -0.1839127757458192 0.02343982349036615 0.18540047035482812
295 1.38 15176.015068803368 61277.61519724575 63128.896375829914 0.021258678643319796 0.18712691480146482 0.18833059671963717
296 0.36 -35191.072152426525 64393.55883618036 73382.1639012227 0.0029507748613624945 0.014025652023514606 0.014332689453384811
297 0.12 66385.12584753851 5998.352500868545 66655.57115889265 -0.1543230323922311 0.062054109621701645 0.16633192972991018
298 1.13 -80643.09863729081 12395.593044689862 81590.19600879372 0.1290500226989263 -0.13856043288186168 0.1893486253422567
299 0.29 58603.49663292573 49876.74379828168 76954.91790343725 0.09565277571288532 -0.12760090200753396 0.15947239163791277
300 0.43 60065.63388355157 -54461.63953087675 81079.90228301965 0.1667403203749813 0.09331060875465536 0.19107381857521916
301 0.73 -44178.751226542314 -64869.02833974501 78484.09327806084 0.08344254167603113 -0.11922222598687064 0.14552180912365215
302 0.14 10620.911200823817 -37707.08098351448 39174.32464042111 -0.10022605731998033 -0.10061260319771578 0.14201464180896628
303 0.08 23915.372561952925 13800.370935770647 27611.506346845224 0.09859538980910508 0.16355118306585234 0.19097130772409068
304 0.48 -12198.520810671624 -46031.25692776292 47620.16930165317 -0.16917629987248914 0.08778134630575142 0.19059429476717457
305 0.03 43582.44502199028 2948.7436660397952 43682.085610726215 -0.12154222841892481 0.1473356800352344 0.1909982091551726
306 0.13 -20407.568725215977 69401.34451342253 72339.58447174808 0.18953082556551973 -0.014718861940740458 0.19010149588148445
307 0.93 27355.840376499065 -72988.21673742318 77946.27499254572 0.01684046667580115 0.18919651227129378 0.18994452235713613
308 0.67 -32108.03641571478 77879.98347024892 84239.05167912986 0.117242542785868 -0.13080762121776157 0.1756600341783682
309 0.49 2375.7579725505598 -28186.6980094411 28286.642971896974 -0.11232095344010293 -0.10469155830305121 0.15354582039773973
310 0.23 78388.99465719658 -24422.957295075998 82105.5133739696 0.005600326366228433 0.15180422052599288 0.15190748837668455
311 0.45 78576.69601061732 31640.46072552645 84707.82673914227 0.08140015266974729 0.16066459852544582 0.18010857301639158
312 0.22 -53617.271337336126 9972.58913501116 54536.81618610742 -0.05961811132224759 0.13216166302598786 0.14498629028782917
313 0.71 53327.105449038034 -49170.141111445046 72536.08034965936 0.12929155305972856 -0.13555559429874756 0.18732758696541002
314 0.08 -62766.716976108524 -58932.233942168736 86096.85799942652 -0.012461196691201423 0.1202976906815531 0.12094137342651373
315 0.4 -5369.822137201959 78701.17541455432 78884.1555790365 0.026398823416179752 0.16625557660654752 0.16833839321596908
316 1.22 33308.899054843234 58807.706752686856 67585.7169064274 0.1721357231727656 -0.07508817602588469 0.18780026989092757
317 1.51 -5446.837279318636 -56031.56934689906 56295.69077490509 -0.03984164894035668 0.17781420735511766 0.18222307572756918
318 0.19 -8702.276161444806 71025.81762305906 71556.94501174639 -0.15197613623366113 0.07650104739284716 0.17014451574092823
319 1.02 53313.14531920853 59447.34030793916 79851.59819011122 -0.03449519768255269 -0.100436809395899 0.10619543937847112
320 0.53 38369.608361552746 43563.478818657546 58051.73152114038 0.16851254558395107 0.0833516956573979 0.1879999552876188
321 0.2 -54341.79834258582 -42435.525330979304 68947.84157043968 0.09514497763831928 -0.12486691666646973 0.1569850746013371
322 0.68 21198.912597645696 -2231.190301879481 21316.005852077975 -0.18143485693792408 -0.04657454584934267 0.18731736607468488
323 0.47 -43306.74010789312 -65451.261765524636 78481.47173359981 -0.048002089729833976 -0.17677424810127818 0.1831756954680486
324 0.2 -30015.52953918306 -80515.36076706374 85928.19870664112 -0.1514902401137259 0.08086673120385211 0.1717228029858306
325 0.1 -78737.89953012334 35098.46517158913 86206.49093784674 0.18681561774143188 0.019052281865278693 0.1877846225770013
326 0.05 -37174.342249180525 66795.29697298273 76443.07306334672 0.010976296710078942 -0.15033794220310887 0.1507381038600824
327 12.29 70607.40706263542 54089.26943948898 88944.11166910564 0.15196237326911602 0.10284625421251281 0.18349363720610848
328 3.34 -27456.873712474706 -83484.58942419947 87883.76747380567 -0.10782110372112953 0.13811673073800712 0.17521878243327038
329 1.48 -46256.311593941966 4303.446603075302 46456.0654268242 0.14761268883782455 0.10949569235190772 0.18379013180678672
330 0.23 10501.586514813243 16383.847644549145 19460.569954857587 -0.1451232211120663 0.1147040359625507 0.18498044537745012
331 0.12 -3902.2148000396705 -85913.14355746248 86001.71810069148 -0.1829661900808702 -0.02416440785331807 0.1845549926705063
332 1.28 5787.189706139343 -82745.44813326639 82947.578333969 -0.021243958235244786 0.17953761381498162 0.1807901007684832
333 2.52 -67437.77606632715 14062.162794582016 68888.30135250406 -0.10488483447286631 -0.01236912158211573 0.10561166446521769
334 0.54 -19571.464941233204 1629.499389574048 19639.18298215439 0.122394878520436 -0.10548779322577287 0.16158026119447788
335 0.71 -26622.50911569778 -62750.3144267683 68164.21313470653 -0.0872015404681165 -0.15282601753597924 0.17595425625974492
336 0.19 81092.72586884661 -39482.17295208628 90193.52620813956 0.1704406443684033 0.06569555176161268 0.1826634029409812
337 4.48 -62285.65878378175 -63390.82865677205 88870.13248511516 -0.18031273600375466 0.0034166711975363207 0.18034510364085796
338 0.13 -18289.766357805893 79799.74629735346 81868.88946690987 -0.07328305789960882 0.1697862356373193 0.18492639721524
339 0.12 -82579.14555158306 20593.025231636646 85108.09578542082 0.1334607403831325 0.05843564102997969 0.14569314797271196
340 0.4 17632.218629919233 -30981.59413401704 35647.64100046775 0.10815206789993025 0.005898829964217359 0.10831281542817485
341 0.15 -86035.15860617401 -202.5981016207813 86035.39714780364 0.014494194714612876 -0.029329879946412597 0.032715799517910114
342 0.12 52107.799741184666 -68068.88596772478 85723.95249143918 -0.04270405471903734 0.09328212894618962 0.102592357757194
343 0.62 -24453.523805930934 -9637.641252976671 26284.19592546648 0.13148543545251962 -0.0339693549272355 0.13580256555128553
344 0.2 77577.71377253595 10521.01577306752 78287.88825272176 -0.15802846965940961 -0.04689807796715428 0.1648406107120094
345 0.51 28961.27107034551 -5291.730139041179 29440.747780490707 -0.0042384430659806035 0.17145206979761077 0.17150445078046328
346 0.69 601.9733371879279 -93110.26049726996 93112.20640586365 0.03320525159868392 0.09461507707828376 0.10027263606917632
347 3.18 -64031.757627315135 46854.90629886036 79343.86068952162 0.0757384993793285 0.08816477568935469 0.11622972064229858
348 2.27 33805.54156660798 -29381.820435572474 44789.57482182526 -0.1523353793725851 -0.0961516633478351 0.1801421943164478
349 0.37 -80343.04460108829 -30275.212768854057 85857.98346089807 -0.13072102440263583 -0.07965623035358968 0.15307874200887153
350 0.7 -12278.069974473226 44941.05349109845 46588.080999198 -0.11623526709627598 -0.13294370540441522 0.1765918065018832
351 0.18 93182.5453223163 -6110.258162587993 93382.66438455804 -0.026253922738087587 0.16483685586613409 0.1669145215700843
352 0.26 23052.268910254876 20302.346370625415 30717.948663013787 -0.06805621495994865 -0.15720281406988001 0.17130199399354346
353 0.16 -25078.695761087296 -43972.29066231797 50621.17469170934 0.1751611818172008 0.05005138691801502 0.18217184455347463
354 0.08 -27202.535140545886 20181.462729910185 33871.36483803668 -0.15083949256267568 -0.09144300412483244 0.17639267422412874
355 0.17 38569.113952361535 40728.971116683555 56093.00882724952 -0.09469018504949493 0.02009879508408772 0.09679975572562022
356 0.22 1831.9733879771477 69615.06415987032 69639.16487492592 0.1690386917670632 -0.029086683196882825 0.1715229269040032
357 0.09 -85380.36133020656 -37400.42814404966 93212.65003332356 -0.06975454627815665 0.12363837309839534 0.14195824748456676
358 0.16 51072.401192288635 -28747.4370082311 58607.21199723035 -0.15838321956647916 0.08925030276680324 0.18179895704929
359 0.11 -56298.10381321858 -57545.53015239454 80504.43797384146 0.14171493259961054 -0.05763906767091105 0.152988183346571
360 0.25 77434.76506415769 -12582.26143857673 78450.34189504843 -0.04783456753867979 0.16238308337999038 0.16928204754079926
361 2.0 29761.90568911388 -74603.58324937972 80321.01632757668 0.08013387047182349 -0.1283171497709295 0.1512836016299524
362 0.2 -66702.28832622993 21499.71159221028 70081.61575266176 0.03739140750676463 0.1527321001527177 0.15724252533076644
363 0.09 -63433.98971426883 -68028.42481211084 93014.71729509789 -0.007151239360259775 0.13989484106987482 0.1400775027702638
364 0.83 -88686.57027009447 28083.056145730116 93026.69395800665 0.1467062243150758 0.08959412871366454 0.17190062289807453
365 0.27 -55302.759213032725 35218.983505971875 65565.02097741292 -0.09970284426385244 0.03929625781097259 0.10716740657610614
366 0.04 93372.65210489077 1393.7953344855825 93383.05427932521 -0.04275096848234398 0.0411311320837217 0.059324660409200224
367 0.12 -90312.92539602955 -10298.576395833146 90898.21323529749 -0.11316867465282797 0.10316457027942302 0.15313418130389975
368 0.33 -20525.81718731171 88533.49102780221 90881.72646234707 0.15478323140908123 -0.056305842948155146 0.1647063953692737
369 0.5 -12584.738415447904 -14202.007698016138 18975.580719434118 -0.15338253350485637 0.016233307684651706 0.15423917097401996
370 0.07 -79649.29552912999 -963.9461706737311 79655.1283377702 0.022656824833409913 0.012210780940480379 0.02573781037128487
371 0.02 81572.40327849842 43774.13771500339 92575.54811785917 0.009029666382872751 -0.11814401346997559 0.11848857663833993
372 0.11 -56790.412973783736 -69924.33551937951 90080.87312831543 -0.08820199205517705 -0.13100410164953175 0.15792930713297756
373 0.13 -90850.77957144065 -17151.269031176085 92455.55785412945 0.057023781825600355 0.03509814454547456 0.06695962547855755
374 0.11 -82814.7218421563 -14798.41960405277 84126.52005504169 0.03690418607429556 0.15208037755789594 0.15649396214537611
375 0.98 -78965.4030075575 50752.707101570246 93868.90939114905 0.09035310861461468 0.1328075143481935 0.16062851584843202
376 0.27 85298.67827749385 11370.443045552182 86053.18989403905 -0.0704613177993349 0.16404286731151854 0.1785353175755524
377 0.14 45543.73906166377 35120.71286829141 57512.57810334961 0.15764899147514816 0.07543299453325147 0.1747665333448738
378 0.93 83794.28650807976 -44094.24772372351 94687.8299134543 -0.0010215096890325893 0.11722267525160662 0.11722712602119192
379 2.05 89628.66292418569 38851.541404714124 97686.94634954823 -0.060682174455735115 0.122504243613444 0.13670997037516433
380 0.47 9037.847069494806 -43124.22847765135 44061.11393785059 0.14182284900903583 -0.08509231101453368 0.16539172257048992
381 0.13 4634.524240894911 -51283.569789051486 51492.5562120192 -0.03728511613689626 0.0536685923285795 0.06534904504178393
382 0.22 -70913.17948167735 37746.72040566677 80333.64130664166 0.004621304790602116 -0.12162903639542878 0.1217167981523018
383 0.09 -39359.393040752926 -17119.193785234387 42921.19076159092 0.0191050827848092 -0.0429059868706029 0.04696730668832056
384 0.54 51373.575477257386 -84815.62246875068 99161.15203081853 -0.08134032837654716 0.014547556802544517 0.08263098952165454
385 4.63 20203.462721364464 -9415.624084113211 22289.770811448383 0.05031527469012468 -0.1593459883066576 0.16710107975883387
386 0.27 40328.46846199858 -18218.71736540177 44252.76297510479 0.005606999227659827 -0.0031155802575586725 0.006414458720754797
387 0.14 28644.50785624103 -96638.70932152201 100794.58303726386 -0.10852225600363746 0.02134525815907863 0.11060153748477795
388 0.48 -24597.155396839917 -57626.968267371325 62656.9032533919 0.14381439140491184 -0.08379867137193235 0.16644757883149364
389 0.04 -16606.238969734135 -4347.519565333721 17165.89930912086 -0.14618531738615706 0.09092643483823656 0.17215621851006008
390 0.74 99956.43895364873 -24421.062897691223 102896.44309376054 0.010597186473741933 -0.15226617437257695 0.1526344922329788
391 0.14 -32107.546602236212 96958.88146824072 102136.76734842904 0.06614766794395312 -0.01603622461493373 0.06806375301380382
392 0.13 -46743.6526610931 -7322.925949199688 47313.78560798511 0.15031678596710862 0.06992400894362955 0.1657845082335208
393 0.1 19728.40520990376 -37837.6448795872 42671.973731711885 -0.06718070749065669 0.14637862110753394 0.16105883451797406
394 0.62 348.0160810438502 -55099.548063365924 55100.64711035467 0.011167325916830274 0.02940070014761528 0.031450124599160086
395 0.18 -44787.42897835785 24988.51814712791 51286.838795940515 -0.030722987534984657 -0.01025629224641163 0.032389712776105715
396 0.08 38888.21045015205 58071.7621672375 69890.07421103166 -0.07761354896485631 0.004827854041859839 0.07776355931649252
397 0.44 -52172.05276819909 3327.111719743033 52278.033268700936 0.11043713276042387 -0.08719508925781189 0.1407101413652238
398 0.44 -76417.5495083378 69791.64637796594 103491.62177203673 -0.15500287983814898 -0.05438332631578639 0.16426636581871823
399 0.17 84904.8643960724 -58044.809113599105 102849.57881853284 0.007559407412932543 -0.14553063214390605 0.14572683188980537
400 0.34 -54161.79833587253 -51689.728673915386 74868.74147038077 -0.110785230162727 0.12172708042919755 0.164592980810315
401 0.14 49332.70616922698 -88237.12951012464 101091.5769100759 -0.04200410050913425 0.16680793548181264 0.17201520804651554
402 0.21 14671.109109967922 76164.07110433435 77564.21320236984 0.026883638998298237 -0.161498879509906 0.16372115968544187
403 0.89 50948.06653720776 -13929.332483185168 52817.9116144028 -0.02510139914072636 -0.03570927525500612 0.04364896995416788
404 0.15 -3340.87282107352 94104.13103717972 94163.41598237226 -0.04668474852197473 0.06236889747704954 0.07790600180385808
405 0.51 -58601.56644104035 88264.10132722334 105946.66192214843 -0.10216582728998326 0.11232324957289425 0.15183665124225235
406 0.5 -14555.650628723897 33258.24565295868 36303.96492310468 -0.14216676433724187 -0.004667464315356814 0.1422433622537656
407 0.17 -69297.18425718708 -68807.49285016142 97655.36758570699 -0.07378060798392282 0.1475753748478448 0.16499111908208636
408 0.14 84706.67677814238 71472.9612988375 110831.4273463164 -0.009642297253891579 0.1619065642373695 0.16219343217122528
409 0.1 -39977.57401394076 -26010.75391545047 47694.504330061274 -0.004755084313462538 0.01193678022179109 0.01284902910306769
410 2.77 -43523.017376430245 -98792.78848310499 107954.93549540275 0.06732513207442979 0.09051253458233768 0.11280599419072682
411 0.37 -44564.52404663428 -21973.414567983284 49687.29969800638 -0.07336844650264016 -0.12671551658432229 0.14642319176087656
412 0.1 -73126.94025153172 -97399.94718331407 121796.13746693062 -0.13748001093081483 -0.009497577752413727 0.1378076826185685
413 1.29 53734.16748375946 66871.86148901039 85785.81825790381 0.06250610310646885 0.005802032922329936 0.06277480793748648
414 0.11 48849.84679179096 -118209.22386046968 127905.15289571442 0.01570386477898792 0.119513072257365 0.12054039077998248
415 1.35 106820.67185508035 -19207.70693628747 108533.8285573722 -0.14164778268867262 0.05401759829987981 0.15159813741172615
416 0.21 15227.26877501826 -90952.21262344182 92218.08225855934 -0.12001028193769953 0.0758845043835051 0.14198917485603027
417 0.17 2410.0763218201664 63122.5635356794 63168.55622216548 0.04148935970493569 0.14592675086399312 0.15171019605302558
418 0.69 114968.11825459338 54479.725422870935 127223.0666866413 0.008606168414245247 -0.025300825927220938 0.02672448179804218
419 0.25 -121781.39655749919 -34004.67818809013 126439.81448171477 0.04947384164861453 -0.13427464337584033 0.14309905960970284
420 0.27 -10730.37379943399 -112771.09690564722 113280.45382667947 -0.1223378240423251 -0.06838103177380382 0.14015173455173813
421 0.14 46185.87856878993 -23776.839629762493 51946.83322350317 -0.11709019046925932 0.09117152371947919 0.14839932426213734
422 0.12 -4576.8764656574085 -112923.08802188109 113015.80246398905 -0.13390359395991952 0.05688336404834165 0.145485014970062
423 0.09 -512.9703441077128 76454.3417047954 76456.06257248376 -0.10215993816219208 -0.06071698123162982 0.1188410904324973
424 0.21 -10127.908725379186 -121053.41677267765 121476.3526267117 0.1350722559613901 -0.02575571303081996 0.13750589472537253
425 0.05 50909.113218088474 -93304.46692888181 106289.51668690074 0.058756706433466234 -0.1390602051201213 0.15096387382072157
426 3.19 105952.79065699878 -30064.519498235048 110135.68531890817 0.011128013846303252 -0.017109774908187134 0.020410220223514176
427 0.12 105623.08778512674 -60603.03400153004 121774.23538439976 0.020145595295573842 0.07937044353471065 0.0818871926293101
428 0.24 80165.41820500082 -96910.97411938857 125770.54973542686 0.12487917525804482 0.08082783306934797 0.14875465374843186
429 0.97 -8902.507719513931 -117153.99615122307 117491.75910631688 -0.05373036192319687 0.09536265955685545 0.10945770247065502
430 0.1 124007.3504524702 -5588.7409146384925 124133.22275383298 0.14529928663045275 -0.022598091906667523 0.1470461031552372
431 0.12 -64626.516979021784 78710.0300833245 101842.30718398734 -0.08284905362268176 0.11915591025572594 0.1451278630554609
432 0.16 -60401.79984935731 111847.09461607938 127114.71196954361 0.096873692019341 0.0864639425902922 0.12984808652311933
433 0.11 19114.79139120926 44750.50394148523 48661.924057175675 0.06732945196116899 0.06650797927082092 0.09463913782404883
434 0.2 50952.53982533064 125231.00980279883 135199.73051334312 0.049495279338945375 -0.13938719864814395 0.14791407581368776
435 0.12 -11451.07186370649 114836.81733495496 115406.33285244611 0.02073973546553565 -0.14545073386411284 0.14692192691626862
436 0.12 -125720.34252421153 -19926.723958051964 127289.74370351083 0.07569338870882256 0.1269116992944809 0.14777032351604855
437 0.06 -73501.63569555296 -69180.83392251382 100937.9920155747 -0.01963235687622387 0.13955119131071045 0.14092538604791519
438 0.63 132087.77379797518 -24270.25366588884 134299.01414348374 0.1318258770432321 -0.03899409203194681 0.137472182901172
439 0.53 -74527.31051691955 73406.8536071105 104608.25096225011 0.11851743168545428 -0.021068521867581222 0.12037551340285563
440 0.13 73428.54228887266 106887.25795433715 129678.97568868198 -0.11219309441434035 0.09651082228583278 0.14799199050135345
441 0.11 -38390.44774482509 40306.372423365094 55663.54404795972 0.09767268355070985 0.07599886991611159 0.12375694461533525
442 0.7 -57109.47184300889 103262.10621494608 118002.34893481668 0.03964172985067288 -0.09205668804808805 0.10022924004469316
443 0.1 -106715.58972753637 72912.3446648185 129245.60764458169 -0.07701206008340761 0.12107454164223105 0.1434918186941915
444 0.09 57966.17148456511 77364.7274833063 96671.49577380219 0.0578553362214286 0.007513996878232169 0.058341238231465656
445 0.2 108578.35083047042 -80218.29845368829 134997.16173264428 -0.015521889419518656 0.06108795306433067 0.0630290969373799
446 0.69 78066.89545378309 -102395.9157211257 128760.87807311573 0.039645585732664704 -0.08316622368991894 0.09213247652661737
447 1.07 -69041.04651890438 -38061.328944862486 78837.36972701806 0.06667539230379836 -0.0016590069987279005 0.06669602869052431
448 0.67 121022.63904602465 -47893.2358179524 130154.68181659225 -0.1013447998950301 0.010035430916193066 0.10184045531829371
449 0.49 43052.07764729754 77737.30412627589 88862.64593500493 -0.05521542563541344 0.08624820703293416 0.10240847838189836
450 0.21 1431.858277088203 130736.6586535247 130744.49944075622 0.09036630568301961 -0.07430366938212496 0.11699189923428492
451 0.08 -117177.24367839929 -50174.82507228241 127467.71947085705 -0.07937035865781637 0.12085501507391685 0.14458764989440515
452 0.58 -94906.29906876395 -33171.96275391658 100536.48450128388 0.053510593345137754 -0.06014664699179556 0.08050467529593776
453 2.33 55186.18438261345 79530.78226371837 96802.17081342127 -0.09113769896121687 0.010724280508922249 0.09176649913982467
454 0.07 22496.41340591771 130406.8352396222 132333.03175452427 0.032158303666529796 0.13873371868950532 0.14241208233899094
455 0.17 -88705.53255148724 -101314.62357872145 134660.03288333543 -0.03932692490695497 0.14185910291696374 0.1472094158097334
456 0.35 12947.489782589028 -44996.62755315317 46822.366266854035 -0.12837848135063745 0.05210839616824931 0.13855078283836286
457 0.52 73720.09465081415 -85365.98724346422 112791.86199977502 0.010196494209447961 -0.09747915651374581 0.09801099146929726
458 0.9 59557.60230766654 -10054.364425665844 60400.31652766615 -0.021829841459365288 -0.1423445517969136 0.14400872683419308
459 0.5 67390.96684310677 12941.627652956622 68622.35888073572 0.09317110382487845 0.10518603513773594 0.1405167483823309
460 0.57 88973.88738811828 53725.07411361634 103936.21229132377 -0.016650790691346867 -0.1252842369605753 0.12638587287130087
461 14.04 66683.60730630414 74303.82459368557 99838.67904089362 -0.06779906995018173 0.1247252973635073 0.14196166274218178
462 0.83 54240.26422532584 -122668.7335924281 134125.4057380751 0.019436643245607687 -0.11130250903077338 0.11298686479942002
463 1.2 -48000.80739354738 -84357.31133741715 97057.88729675894 0.0051020804667456995 0.06872966595197981 0.06891877978432208
464 0.39 93682.38616833837 77670.3367988793 121692.5252291406 -0.13352419338519417 -0.02263670936894048 0.13542943118178044
465 0.55 -12238.091147571306 33932.806409977675 36072.23621836169 -0.07783722330000117 -0.12420695744529961 0.14658104109629155
466 0.09 33592.09043545035 -130084.54439111202 134351.84118301718 0.07371929218451032 -0.08863821057024332 0.1152877548279955
467 0.59 88851.58452453418 -94091.257037259 129413.17059469635 0.026430887027002452 0.14207954213623436 0.1445170857811496
468 1.72 -123927.48008004374 -53266.51757998363 134890.11162456774 -0.015977488298933206 -0.13416788846899308 0.13511588518220466
469 0.1 -85605.93182389373 -104417.13000917103 135023.37798614457 0.12388414075356387 -0.08076387111321971 0.14788537185077363
470 0.29 69507.96904116393 108467.77757396236 128827.85619601831 -0.04662180045847912 0.10557332719906799 0.11540935704643586
471 0.29 79875.35163449399 -29443.053975809456 85129.10915871545 0.10598179649362327 0.0024738617439266346 0.10601066540657048
472 0.17 -116199.25235278305 -67062.42077857177 134162.71660945143 0.11203317790705179 0.07818523272685365 0.1366175814765632
